time,price,fll_cwt_kf,fsl_cwt_kf
2024-01-01 00:00:00+00:00,42032.007483359885,0.013939612021734507,0.040845094535303245
2024-01-01 00:30:00+00:00,41922.867874822594,0.022534523700707874,0.03280887548366056
2024-01-01 01:00:00+00:00,42001.5943680399,0.022473922766822235,0.04027146531037243
2024-01-01 01:30:00+00:00,42100.473619636075,0.04725346958661725,0.05297049136664349
2024-01-01 02:00:00+00:00,41895.624845993276,0.034258271285775965,0.05110094108174547
2024-01-01 02:30:00+00:00,41759.457548826795,0.0379361051361234,0.044393774186615984
2024-01-01 03:00:00+00:00,41772.80604653256,0.03244715308572731,0.05978380595156528
2024-01-01 03:30:00+00:00,41739.79324713466,0.04401484337513243,0.05394551676783755
2024-01-01 04:00:00+00:00,41738.04009185236,0.11559286389264706,0.0724918219322054
2024-01-01 04:30:00+00:00,41649.123983112084,0.11320930925061763,0.07153708317715193
2024-01-01 05:00:00+00:00,41740.79009814946,0.0997745351562842,0.05775693786949485
2024-01-01 05:30:00+00:00,41822.03318511536,0.09746104495720936,0.040576289919985575
2024-01-01 06:00:00+00:00,41828.93760004045,0.11716832769701768,0.05081359813461729
2024-01-01 06:30:00+00:00,41946.98210797573,0.11147165900299943,0.07058600433393919
2024-01-01 07:00:00+00:00,41996.03728462009,0.13796732167467624,0.05148391382615506
2024-01-01 07:30:00+00:00,41905.916923188175,0.10864831613183526,0.04711720872748841
2024-01-01 08:00:00+00:00,41944.566834990335,0.09397356056406339,0.0549390377791224
2024-01-01 08:30:00+00:00,41844.137469704554,0.10653589877550418,0.04677871321594178
2024-01-01 09:00:00+00:00,41936.13343800819,0.15397875102027458,0.04547590667571047
2024-01-01 09:30:00+00:00,41930.89951548759,0.1119157825098502,0.0790517956123216
2024-01-01 10:00:00+00:00,41911.52537979305,0.11646527824996115,0.07085320636303398
2024-01-01 10:30:00+00:00,41840.239083484375,0.08625865787498964,0.05309395423441271
2024-01-01 11:00:00+00:00,41968.31325850179,0.07737320893610963,0.049463421011257974
2024-01-01 11:30:00+00:00,41952.10303562224,0.05362849329339982,0.047275092324083584
2024-01-01 12:00:00+00:00,41907.20394700258,0.04442550737535097,0.03603775393975624
2024-01-01 12:30:00+00:00,41870.32784973072,0.0485223949128688,0.08810580749401484
2024-01-01 13:00:00+00:00,41926.08484174223,0.05789414542422887,0.060853492274983656
2024-01-01 13:30:00+00:00,41964.40644169685,0.06281102710522149,0.0449471876380924
2024-01-01 14:00:00+00:00,42007.728986298745,0.07923051008346248,0.03211264229402861
2024-01-01 14:30:00+00:00,42052.997890255756,0.06304404473237565,0.02254097028007926
2024-01-01 15:00:00+00:00,42278.75848057647,0.05581805233146636,0.06384264055389621
2024-01-01 15:30:00+00:00,42235.82349024955,0.05171618811787668,0.06740464472607571
2024-01-01 16:00:00+00:00,42181.770624148056,0.04557093154198878,0.07627824686879517
2024-01-01 16:30:00+00:00,42096.04192190872,0.035687065359219665,0.0603108912085238
2024-01-01 17:00:00+00:00,42160.91760068134,0.04057667607064738,0.07833593086345865
2024-01-01 17:30:00+00:00,42280.08195766374,0.05925917979156013,0.07599709664092931
2024-01-01 18:00:00+00:00,42268.039403396935,0.06062751225951262,0.05968835651591888
2024-01-01 18:30:00+00:00,42179.353156224315,0.05003948171475676,0.06135986050050122
2024-01-01 19:00:00+00:00,42092.50248448948,0.050476836080457374,0.04345533361852388
2024-01-01 19:30:00+00:00,42161.020887702805,0.04261383117705493,0.047672646521991165
2024-01-01 20:00:00+00:00,42239.43460338546,0.054552967729782756,0.04346251407064545
2024-01-01 20:30:00+00:00,42296.82988567118,0.0695233445371842,0.07732846545868416
2024-01-01 21:00:00+00:00,42226.516017901915,0.08020691816857359,0.08491707550509747
2024-01-01 21:30:00+00:00,42251.03154122715,0.06579663361120987,0.05908974651412825
2024-01-01 22:00:00+00:00,42263.3585786337,0.053049214996826605,0.044401075563278346
2024-01-01 22:30:00+00:00,42286.47118258819,0.07272272447048972,0.0958760044207222
2024-01-01 23:00:00+00:00,42378.69572477812,0.05981532662786276,0.07333006329898278
2024-01-01 23:30:00+00:00,42402.391566334314,0.05672008476794704,0.05127450944306899
2024-01-02 00:00:00+00:00,42474.42157358123,0.0587249715517969,0.06009549045163685
2024-01-02 00:30:00+00:00,42481.598134513355,0.05463394055763432,0.08287963249591254
2024-01-02 01:00:00+00:00,42512.314869451075,0.06604794490563666,0.06644767617000753
2024-01-02 01:30:00+00:00,42579.461651305304,0.0464940436794524,0.06520197532982265
2024-01-02 02:00:00+00:00,42424.63156110982,0.0549749692013078,0.05637718720398467
2024-01-02 02:30:00+00:00,42390.74027156421,0.04295761998797579,0.06379941087582344
2024-01-02 03:00:00+00:00,42340.92095681183,0.038665481863416395,0.048362228727884565
2024-01-02 03:30:00+00:00,42273.34824338021,0.04426404058461443,0.049643991275654886
2024-01-02 04:00:00+00:00,42244.280281300555,0.031077173367952578,0.06573029828387598
2024-01-02 04:30:00+00:00,42402.45747860798,0.03376346281685892,0.05287164348265922
2024-01-02 05:00:00+00:00,42310.773325479684,0.033331086461138054,0.06587151942085262
2024-01-02 05:30:00+00:00,42413.31890618065,0.036022703717164664,0.06900879664873641
2024-01-02 06:00:00+00:00,42235.25351416094,0.03419732334823019,0.04948279348349916
2024-01-02 06:30:00+00:00,42199.90842655251,0.03975163551255863,0.039069506442734686
2024-01-02 07:00:00+00:00,42217.08233130655,0.03509591289098802,0.053929135185901936
2024-01-02 07:30:00+00:00,42278.99918259394,0.038289529143862674,0.041950660478703425
2024-01-02 08:00:00+00:00,42354.24092514401,0.04397127659012881,0.02827537816364309
2024-01-02 08:30:00+00:00,42438.32833556472,0.06783486891479526,0.03498864619785777
2024-01-02 09:00:00+00:00,42401.34618587332,0.09109784151490072,0.03834250059839152
2024-01-02 09:30:00+00:00,42352.36365422751,0.0635381516708068,0.05217790797593515
2024-01-02 10:00:00+00:00,42443.30441691125,0.08343994782946187,0.07501254372221494
2024-01-02 10:30:00+00:00,42423.01030099519,0.06088991668772904,0.0651181252349898
2024-01-02 11:00:00+00:00,42287.92968102315,0.05561054175501923,0.06256881507013834
2024-01-02 11:30:00+00:00,42168.28832104844,0.03884125785480449,0.043915749201576086
2024-01-02 12:00:00+00:00,42071.470315365135,0.026497354462780957,0.03894877705465195
2024-01-02 12:30:00+00:00,42123.793533655604,0.09997037659491315,0.10619395431347887
2024-01-02 13:00:00+00:00,42138.79498498834,0.08207359259191836,0.09381710601203348
2024-01-02 13:30:00+00:00,42211.59835592467,0.06692135040813771,0.1040833106436433
2024-01-02 14:00:00+00:00,42166.53488430931,0.0651817993440816,0.07897193848685759
2024-01-02 14:30:00+00:00,42183.25087031038,0.055966998670738705,0.060726788428892446
2024-01-02 15:00:00+00:00,42249.27607909956,0.0701176646357708,0.048315326381527246
2024-01-02 15:30:00+00:00,42216.61454199242,0.0662322775042267,0.06401114817109171
2024-01-02 16:00:00+00:00,42264.850838523635,0.07246588478134267,0.05428786676312296
2024-01-02 16:30:00+00:00,42194.96817299403,0.054699433476494974,0.038284978797791885
2024-01-02 17:00:00+00:00,42156.687934104695,0.07256390578807573,0.03821237968880958
2024-01-02 17:30:00+00:00,42116.47511242931,0.0697865757158744,0.0337727391144604
2024-01-02 18:00:00+00:00,41990.75176059998,0.05009184250472481,0.0559855098245986
2024-01-02 18:30:00+00:00,42041.90374267891,0.03704913545012687,0.10057636681085597
2024-01-02 19:00:00+00:00,41992.59625963885,0.042016499026761474,0.06924850288243109
2024-01-02 19:30:00+00:00,41993.90793133235,0.05437969507749061,0.06987264599419177
2024-01-02 20:00:00+00:00,42044.40935057,0.04146651290198473,0.08412609800406207
2024-01-02 20:30:00+00:00,42091.37090682375,0.05716841035219222,0.0839875165321649
2024-01-02 21:00:00+00:00,42161.44660336518,0.05499806466067603,0.06417444350330696
2024-01-02 21:30:00+00:00,42151.06715495799,0.05218278110906566,0.05322062912155642
2024-01-02 22:00:00+00:00,42106.4845598463,0.037909698324130325,0.0500740346594305
2024-01-02 22:30:00+00:00,42098.09376195664,0.03173311409297089,0.04010028749589624
2024-01-02 23:00:00+00:00,41920.88388212857,0.0347889934196407,0.04431762094615131
2024-01-02 23:30:00+00:00,41769.4973041994,0.045130194218744105,0.07339578114069606
2024-01-03 00:00:00+00:00,41631.60417410567,0.04850206329723088,0.07235196801390448
2024-01-03 00:30:00+00:00,41527.940987054084,0.03320795955292077,0.04962697375693694
2024-01-03 01:00:00+00:00,41569.46623574157,0.026978903169190233,0.04604629012305054
2024-01-03 01:30:00+00:00,41475.47196064157,0.037566678859992216,0.0889391727033837
2024-01-03 02:00:00+00:00,41436.27931403336,0.04750207085603049,0.06507167618873065
